slot_id,1-1-3A,2-1-3C,3-1-4B,4-1-4C,5-1-5B,6-1-5C,7-2-4BNO,8-2-5DNO,9-3-3BLSA,10-3-3CI,11-3-4ALSA,12-3-4CI,13-3-5DI,14-3-5ALSA,15-4-3AtMb,16-4-3InA,17-4-4AtA,18-4-4MA,19-4-5AtIB,20-4-5MBCH,21-5-3GL,22-5-3CL,23-5-4GL,24-5-5AL,25-6-3AS,26-6-3ESA,27-6-4AS-SAA,28-6-4BS,29-6-4AS,30-6-4BU,31-6-4CU,32-6-4DS,33-6-5BS,34-6-5AS,35-7-3D,36-7-3F,37-7-3G,38-7-4B,39-7-4D,40-7-4G,41-7-5A,42-7-5G,43-8-3DSA,44-8-3I,45-8-4ASA,46-8-4B,47-8-4BSA,48-8-4C,49-8-4CSA,50-8-4H,51-8-5C,52-9-3O,53-9-4C,54-9-4D,55-9-4F,56-9-4G,57-9-4H,58-9-4O,59-9-5D,60-9-5F,61-9-5G,62-9-5H,63-9-5I,64-9-5O,65-9-5P,66-10-3B,67-10-3M,68-11-3A,69-11-3C,70-11-3D,71-11-5E,72-11-5C,73-12-3A,74-12-3C,75-12-3E,76-12-4A,77-12-4C,78-12-5AM,79-12-5C,80-12-5D,81-12-5E,82-13-3C,83-13-3F,84-13-4A,85-13-4B,86-13-5A,87-13-5F,num_formatrici,num_formatrici_disponibili
s12-04-28-mar-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s12-04-28-mar-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s12-04-28-mar-P,-,X,X,-,X,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,-,L5-2/29-6-4AS,L5-2/28-6-4BS,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,-,-,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,L5-1/78-12-5AM,X,-,L5-1/75-12-3E,-,-,-,X,X,X,X,X,X,2,2
s12-04-29-mer-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,2
s12-04-29-mer-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,2
s12-04-29-mer-P,-,X,X,-,X,L5-1,L5-1/8-2-5DNO,L5-1/7-2-4BNO,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,L5-1/51-8-5C,-,X,-,-,-,X,L5-1/44-8-3I,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,-,-,-,-,X,X,X,X,X,X,3,3
s12-04-30-gio-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,4
s12-04-30-gio-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,4
s12-04-30-gio-P,-,X,X,-,X,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,L5-1/26-6-3ESA,L5-1/25-6-3AS,-,-,-,L5-1/31-6-4CU,L5-1/30-6-4BU,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,-,-,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,L5-1/81-12-5E,X,-,X,-,-,-,-,L5-1/73-12-3A,X,X,X,X,X,X,3,3
s12-05-01-ven-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s12-05-01-ven-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s12-05-01-ven-P,-,X,X,-,X,-,X,X,X,-,-,-,-,-,-,-,-,L5-1/19-4-5AtIB,L5-1/18-4-4MA,-,X,X,X,X,-,-,-,-,-,X,X,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,-,-,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,-,L5-1/80-12-5D,L5-1/79-12-5C,-,X,X,X,X,X,X,2,2
s12-05-02-sab-M1,X,-,-,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,-,X,X,-,X,X,X,X,-,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,X,X,X,X,-,-,X,-,X,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,0
s12-05-02-sab-M2,X,-,-,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,-,X,X,-,X,X,X,X,-,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,X,X,X,X,-,-,X,-,X,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,0
s13-05-04-lun-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s13-05-04-lun-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,L5-1,-,X,-,X,-,-,-,-,-,X,-,-,L5-1/63-9-5I,L5-1/62-9-5H,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,L5-2/86-13-5A,L5-2/85-13-4B,-,3,3
s13-05-04-lun-P,L5-2,X,X,X,X,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,X,-,X,-,X,X,X,X,X,X,X,-,X,X,X,X,X,X,X,X,L5-2,X,-,-,-,-,X,L5-2,X,X,-,-,-,-,X,X,X,X,X,X,3,3
s13-05-05-mar-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,L5-1/40-7-4G,L5-1/39-7-4D,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,L5-1/67-10-3M,L5-1/66-10-3B,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,2,3
s13-05-05-mar-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s13-05-05-mar-P,-,X,X,X,X,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,X,-,X,-,X,X,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,X,-,-,-,-,X,X,X,X,X,X,0,2
s13-05-06-mer-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,2
s13-05-06-mer-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,2
s13-05-06-mer-P,-,X,X,X,X,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,X,-,X,-,X,X,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,X,-,-,-,-,X,X,X,X,X,X,0,3
s13-05-07-gio-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s13-05-07-gio-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s13-05-07-gio-P,-,X,X,X,X,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,X,-,X,-,X,X,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,X,-,-,-,-,X,X,X,X,X,X,0,2
s13-05-08-ven-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,4
s13-05-08-ven-M2,X,L5-2/3-1-4B,L5-2/2-1-3C,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,L5-1/42-7-5G,L5-1/41-7-5A,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,L5-2/84-13-4A,-,L5-2/82-13-3C,-,-,-,3,3
s13-05-08-ven-P,-,X,X,X,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,-,-,-,X,X,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,X,-,X,-,X,X,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,X,-,-,-,-,X,X,X,X,X,X,0,2
s13-05-09-sab-M1,X,-,-,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,-,X,X,-,X,X,X,X,-,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,X,X,X,X,-,-,X,-,X,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,1
s13-05-09-sab-M2,X,-,-,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,-,X,X,-,X,X,X,X,-,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,X,X,X,X,-,-,X,-,X,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,1
s14-05-11-lun-M1,X,L5-1/5-1-5B,-,X,L5-1/2-1-3C,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,L5-1/85-13-4B,-,-,L5-1/82-13-3C,-,-,2,3
s14-05-11-lun-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s14-05-11-lun-P,L5-1/4-1-4C,X,X,L5-1/1-1-3A,X,-,L5-2/8-2-5DNO,L5-2/7-2-4BNO,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,L5-2/26-6-3ESA,L5-2/25-6-3AS,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,-,-,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,-,-,-,-,X,X,X,X,X,X,3,3
s14-05-12-mar-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s14-05-12-mar-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s14-05-12-mar-P,-,X,X,-,X,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,-,-,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,-,-,-,-,X,X,X,X,X,X,0,2
s14-05-13-mer-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,2
s14-05-13-mer-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,2
s14-05-13-mer-P,-,X,X,-,X,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,-,-,-,L5-2/31-6-4CU,L5-2/30-6-4BU,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,-,-,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,L5-2/81-12-5E,X,-,X,-,-,L5-2/80-12-5D,L5-2/79-12-5C,L5-2/73-12-3A,X,X,X,X,X,X,3,3
s14-05-14-gio-M1,X,-,-,X,-,X,X,X,-,-,-,-,L5-2/14-3-5ALSA,L5-2/13-3-5DI,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,L5-1,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,L5-1/87-13-5F,L5-1/86-13-5A,3,3
s14-05-14-gio-M2,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,X,X,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,3
s14-05-14-gio-P,-,X,X,-,X,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,-,-,X,-,X,-,X,X,X,X,X,-,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,-,-,-,-,X,X,X,X,X,X,0,2
s14-05-15-ven-M1,X,-,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,X,X,X,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,4
s14-05-15-ven-M2,X,-,L5-1,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,L5-1/24-5-5AL,L5-1/23-5-4GL,X,X,X,X,X,X,X,X,X,X,-,-,-,L5-2/39-7-4D,L5-2/38-7-4B,-,L5-2/42-7-5G,L5-2/41-7-5A,-,-,-,-,-,X,-,-,X,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,-,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,4,4
s14-05-15-ven-P,-,X,X,-,X,-,X,X,X,-,-,-,-,-,-,-,-,-,-,-,X,X,X,X,-,-,-,L5-1/29-6-4AS,L5-1/28-6-4BS,X,X,-,-,-,-,X,X,X,X,X,X,X,-,-,-,X,-,-,-,X,-,X,-,X,X,X,X,X,L5-1,X,X,X,X,X,X,X,X,-,X,-,-,-,-,X,-,X,-,-,-,-,-,X,X,X,X,X,X,2,2
s14-05-16-sab-M1,X,-,-,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,-,X,X,-,X,X,X,X,-,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,X,X,X,X,-,-,X,-,X,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,1
s14-05-16-sab-M2,X,-,-,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,-,X,X,-,X,X,X,X,-,X,X,X,X,X,X,X,X,X,X,X,X,X,-,X,X,X,X,X,-,-,X,-,X,X,X,X,-,X,-,X,X,X,X,X,-,-,-,-,-,-,0,1
Totale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,354
